"id";"order_id/id";"product_id/id";"product_uom_qty";"price_unit"
"997";"__import__odoo_insider__.ORD-1082";"__import__odoo_insider__.product_3_variant";"2";"201.93"
"615";"__import__odoo_insider__.ORD-1027";"__import__odoo_insider__.product_6_variant";"8";"453.39875"
"338";"__import__odoo_insider__.ORD-1143";"__import__odoo_insider__.product_1_variant";"3";"404.32"
"321";"__import__odoo_insider__.ORD-1005";"__import__odoo_insider__.product_5_variant";"2";"378.745"
"465";"__import__odoo_insider__.ORD-1115";"__import__odoo_insider__.product_6_variant";"9";"65.35666666666667"
"276";"__import__odoo_insider__.ORD-1090";"__import__odoo_insider__.product_9_variant";"6";"282.3433333333333"
"65";"__import__odoo_insider__.ORD-1091";"__import__odoo_insider__.product_17_variant";"2";"489.53"
"587";"__import__odoo_insider__.ORD-1103";"__import__odoo_insider__.product_2_variant";"4";"306.045"
"69";"__import__odoo_insider__.ORD-1099";"__import__odoo_insider__.product_19_variant";"5";"195.1"
"968";"__import__odoo_insider__.ORD-1067";"__import__odoo_insider__.product_18_variant";"9";"262.94"
"633";"__import__odoo_insider__.ORD-1196";"__import__odoo_insider__.product_11_variant";"2";"84.67"
"1035";"__import__odoo_insider__.ORD-1078";"__import__odoo_insider__.product_12_variant";"5";"492.11"
"566";"__import__odoo_insider__.ORD-1146";"__import__odoo_insider__.product_16_variant";"5";"54.767999999999994"
"1278";"__import__odoo_insider__.ORD-1198";"__import__odoo_insider__.product_3_variant";"2";"67.825"
"249";"__import__odoo_insider__.ORD-1052";"__import__odoo_insider__.product_12_variant";"3";"353.03999999999996"
"233";"__import__odoo_insider__.ORD-1000";"__import__odoo_insider__.product_3_variant";"4";"459.2575"
"596";"__import__odoo_insider__.ORD-1012";"__import__odoo_insider__.product_14_variant";"1";"27.14"
"910";"__import__odoo_insider__.ORD-1002";"__import__odoo_insider__.product_17_variant";"6";"376.68833333333333"
"557";"__import__odoo_insider__.ORD-1175";"__import__odoo_insider__.product_3_variant";"6";"337.13666666666666"
"1342";"__import__odoo_insider__.ORD-1101";"__import__odoo_insider__.product_7_variant";"7";"404.3128571428571"
"103";"__import__odoo_insider__.ORD-1078";"__import__odoo_insider__.product_7_variant";"5";"63.025999999999996"
"1248";"__import__odoo_insider__.ORD-1065";"__import__odoo_insider__.product_13_variant";"7";"473.78285714285715"
"1425";"__import__odoo_insider__.ORD-1026";"__import__odoo_insider__.product_1_variant";"6";"332.2966666666667"
"159";"__import__odoo_insider__.ORD-1018";"__import__odoo_insider__.product_1_variant";"8";"181.65125"
"961";"__import__odoo_insider__.ORD-1013";"__import__odoo_insider__.product_1_variant";"3";"372.8666666666666"
"720";"__import__odoo_insider__.ORD-1099";"__import__odoo_insider__.product_13_variant";"4";"282.0625"
"1449";"__import__odoo_insider__.ORD-1002";"__import__odoo_insider__.product_6_variant";"9";"420.09444444444443"
"62";"__import__odoo_insider__.ORD-1146";"__import__odoo_insider__.product_18_variant";"6";"55.81"
"962";"__import__odoo_insider__.ORD-1123";"__import__odoo_insider__.product_17_variant";"10";"383.727"
"945";"__import__odoo_insider__.ORD-1117";"__import__odoo_insider__.product_3_variant";"5";"170.43800000000002"
"441";"__import__odoo_insider__.ORD-1137";"__import__odoo_insider__.product_17_variant";"3";"118.07333333333334"
"638";"__import__odoo_insider__.ORD-1012";"__import__odoo_insider__.product_6_variant";"8";"378.4775"
"575";"__import__odoo_insider__.ORD-1143";"__import__odoo_insider__.product_14_variant";"3";"305.86"
"862";"__import__odoo_insider__.ORD-1131";"__import__odoo_insider__.product_6_variant";"5";"214.71999999999997"
"1273";"__import__odoo_insider__.ORD-1187";"__import__odoo_insider__.product_14_variant";"6";"111.69333333333333"
"1281";"__import__odoo_insider__.ORD-1015";"__import__odoo_insider__.product_9_variant";"1";"33.39"
"996";"__import__odoo_insider__.ORD-1091";"__import__odoo_insider__.product_14_variant";"1";"419.55"
"1493";"__import__odoo_insider__.ORD-1052";"__import__odoo_insider__.product_7_variant";"4";"347.1575"
"946";"__import__odoo_insider__.ORD-1107";"__import__odoo_insider__.product_10_variant";"3";"354.59999999999997"
"160";"__import__odoo_insider__.ORD-1015";"__import__odoo_insider__.product_1_variant";"5";"83.97200000000001"
"887";"__import__odoo_insider__.ORD-1132";"__import__odoo_insider__.product_11_variant";"6";"20.93166666666667"
"191";"__import__odoo_insider__.ORD-1103";"__import__odoo_insider__.product_6_variant";"4";"45.7875"
"603";"__import__odoo_insider__.ORD-1031";"__import__odoo_insider__.product_1_variant";"3";"230.10333333333332"
"888";"__import__odoo_insider__.ORD-1044";"__import__odoo_insider__.product_6_variant";"10";"316.283"
"1405";"__import__odoo_insider__.ORD-1120";"__import__odoo_insider__.product_6_variant";"10";"331.696"
"752";"__import__odoo_insider__.ORD-1162";"__import__odoo_insider__.product_3_variant";"5";"73.414"
"175";"__import__odoo_insider__.ORD-1005";"__import__odoo_insider__.product_16_variant";"5";"85.744"
"648";"__import__odoo_insider__.ORD-1032";"__import__odoo_insider__.product_15_variant";"2";"190.785"
"165";"__import__odoo_insider__.ORD-1128";"__import__odoo_insider__.product_15_variant";"5";"448.774"
"850";"__import__odoo_insider__.ORD-1153";"__import__odoo_insider__.product_19_variant";"10";"254.05"
"815";"__import__odoo_insider__.ORD-1170";"__import__odoo_insider__.product_7_variant";"5";"140.552"
"1062";"__import__odoo_insider__.ORD-1155";"__import__odoo_insider__.product_20_variant";"4";"344.42"
"778";"__import__odoo_insider__.ORD-1128";"__import__odoo_insider__.product_10_variant";"8";"438.545"
"1025";"__import__odoo_insider__.ORD-1146";"__import__odoo_insider__.product_4_variant";"9";"147.61"
"313";"__import__odoo_insider__.ORD-1116";"__import__odoo_insider__.product_13_variant";"8";"271.11625"
"231";"__import__odoo_insider__.ORD-1005";"__import__odoo_insider__.product_4_variant";"10";"482.14"
"747";"__import__odoo_insider__.ORD-1184";"__import__odoo_insider__.product_5_variant";"6";"34.68333333333333"
"1323";"__import__odoo_insider__.ORD-1080";"__import__odoo_insider__.product_9_variant";"2";"141.78"
"1363";"__import__odoo_insider__.ORD-1184";"__import__odoo_insider__.product_12_variant";"3";"105.00666666666666"
"1238";"__import__odoo_insider__.ORD-1090";"__import__odoo_insider__.product_14_variant";"1";"242.45"
"127";"__import__odoo_insider__.ORD-1033";"__import__odoo_insider__.product_7_variant";"10";"234.727"
"261";"__import__odoo_insider__.ORD-1128";"__import__odoo_insider__.product_17_variant";"4";"103.2475"
"1120";"__import__odoo_insider__.ORD-1183";"__import__odoo_insider__.product_8_variant";"4";"410.9375"
"691";"__import__odoo_insider__.ORD-1099";"__import__odoo_insider__.product_11_variant";"9";"341.5733333333333"
"1387";"__import__odoo_insider__.ORD-1009";"__import__odoo_insider__.product_14_variant";"3";"197.92"
"827";"__import__odoo_insider__.ORD-1018";"__import__odoo_insider__.product_6_variant";"8";"238.26"
"1261";"__import__odoo_insider__.ORD-1032";"__import__odoo_insider__.product_5_variant";"8";"44.80125"
"1048";"__import__odoo_insider__.ORD-1094";"__import__odoo_insider__.product_18_variant";"9";"199.77444444444444"
"427";"__import__odoo_insider__.ORD-1090";"__import__odoo_insider__.product_1_variant";"3";"198.27666666666667"
"1407";"__import__odoo_insider__.ORD-1009";"__import__odoo_insider__.product_18_variant";"4";"208.98"
"1391";"__import__odoo_insider__.ORD-1110";"__import__odoo_insider__.product_16_variant";"1";"256.87"
"1437";"__import__odoo_insider__.ORD-1143";"__import__odoo_insider__.product_19_variant";"6";"210.13166666666666"
"378";"__import__odoo_insider__.ORD-1065";"__import__odoo_insider__.product_16_variant";"4";"224.8075"
"900";"__import__odoo_insider__.ORD-1005";"__import__odoo_insider__.product_1_variant";"5";"57.182"
"344";"__import__odoo_insider__.ORD-1011";"__import__odoo_insider__.product_16_variant";"6";"424.675"
"600";"__import__odoo_insider__.ORD-1087";"__import__odoo_insider__.product_10_variant";"4";"417.2425"
"332";"__import__odoo_insider__.ORD-1042";"__import__odoo_insider__.product_10_variant";"1";"116.43"
"137";"__import__odoo_insider__.ORD-1147";"__import__odoo_insider__.product_15_variant";"9";"90.20333333333333"
"499";"__import__odoo_insider__.ORD-1002";"__import__odoo_insider__.product_17_variant";"9";"453.87111111111113"
"877";"__import__odoo_insider__.ORD-1163";"__import__odoo_insider__.product_6_variant";"1";"192.05"
"1228";"__import__odoo_insider__.ORD-1096";"__import__odoo_insider__.product_14_variant";"8";"242.76625"
"847";"__import__odoo_insider__.ORD-1106";"__import__odoo_insider__.product_20_variant";"3";"472.01"
"1032";"__import__odoo_insider__.ORD-1013";"__import__odoo_insider__.product_16_variant";"9";"192.6577777777778"
"423";"__import__odoo_insider__.ORD-1120";"__import__odoo_insider__.product_16_variant";"5";"311.434"
"340";"__import__odoo_insider__.ORD-1086";"__import__odoo_insider__.product_8_variant";"8";"96.95625"
"814";"__import__odoo_insider__.ORD-1018";"__import__odoo_insider__.product_15_variant";"7";"398.4542857142857"
"1263";"__import__odoo_insider__.ORD-1082";"__import__odoo_insider__.product_12_variant";"6";"49.30833333333334"
"903";"__import__odoo_insider__.ORD-1013";"__import__odoo_insider__.product_12_variant";"3";"478.08666666666664"
"1148";"__import__odoo_insider__.ORD-1033";"__import__odoo_insider__.product_1_variant";"5";"365.748"
"915";"__import__odoo_insider__.ORD-1044";"__import__odoo_insider__.product_7_variant";"9";"492.14444444444445"
"667";"__import__odoo_insider__.ORD-1118";"__import__odoo_insider__.product_14_variant";"2";"49.94"
"913";"__import__odoo_insider__.ORD-1197";"__import__odoo_insider__.product_19_variant";"6";"123.78166666666668"
"1129";"__import__odoo_insider__.ORD-1136";"__import__odoo_insider__.product_18_variant";"5";"357.194"
"963";"__import__odoo_insider__.ORD-1050";"__import__odoo_insider__.product_15_variant";"9";"122.19111111111111"
"991";"__import__odoo_insider__.ORD-1085";"__import__odoo_insider__.product_4_variant";"1";"358.56"
"1383";"__import__odoo_insider__.ORD-1026";"__import__odoo_insider__.product_10_variant";"1";"340.09"
"834";"__import__odoo_insider__.ORD-1034";"__import__odoo_insider__.product_4_variant";"6";"96.38666666666667"
"1182";"__import__odoo_insider__.ORD-1080";"__import__odoo_insider__.product_12_variant";"7";"75.65428571428572"
"58";"__import__odoo_insider__.ORD-1181";"__import__odoo_insider__.product_10_variant";"4";"224.9475"
"965";"__import__odoo_insider__.ORD-1198";"__import__odoo_insider__.product_5_variant";"9";"401.11888888888893"
"719";"__import__odoo_insider__.ORD-1139";"__import__odoo_insider__.product_4_variant";"9";"202.92444444444445"
"23";"__import__odoo_insider__.ORD-1163";"__import__odoo_insider__.product_10_variant";"6";"122.42"
"273";"__import__odoo_insider__.ORD-1192";"__import__odoo_insider__.product_3_variant";"9";"48.736666666666665"
"1204";"__import__odoo_insider__.ORD-1077";"__import__odoo_insider__.product_11_variant";"2";"261.49"
"454";"__import__odoo_insider__.ORD-1123";"__import__odoo_insider__.product_10_variant";"8";"374.80125"
"479";"__import__odoo_insider__.ORD-1082";"__import__odoo_insider__.product_12_variant";"1";"156.77"
"428";"__import__odoo_insider__.ORD-1150";"__import__odoo_insider__.product_8_variant";"5";"82.736"
"453";"__import__odoo_insider__.ORD-1137";"__import__odoo_insider__.product_6_variant";"3";"303.42"
"727";"__import__odoo_insider__.ORD-1129";"__import__odoo_insider__.product_14_variant";"4";"426.415"
"70";"__import__odoo_insider__.ORD-1099";"__import__odoo_insider__.product_9_variant";"5";"217.26799999999997"
"664";"__import__odoo_insider__.ORD-1189";"__import__odoo_insider__.product_8_variant";"2";"369.81"
"9";"__import__odoo_insider__.ORD-1153";"__import__odoo_insider__.product_18_variant";"9";"154.06333333333333"
"1111";"__import__odoo_insider__.ORD-1146";"__import__odoo_insider__.product_18_variant";"4";"431.2125"
"1287";"__import__odoo_insider__.ORD-1110";"__import__odoo_insider__.product_5_variant";"8";"456.5875"
"1288";"__import__odoo_insider__.ORD-1067";"__import__odoo_insider__.product_20_variant";"5";"373.062"
"592";"__import__odoo_insider__.ORD-1063";"__import__odoo_insider__.product_13_variant";"2";"306.075"
"920";"__import__odoo_insider__.ORD-1114";"__import__odoo_insider__.product_12_variant";"3";"334.9533333333333"
"1378";"__import__odoo_insider__.ORD-1154";"__import__odoo_insider__.product_7_variant";"4";"280.795"
"177";"__import__odoo_insider__.ORD-1171";"__import__odoo_insider__.product_8_variant";"6";"71.05166666666666"
"670";"__import__odoo_insider__.ORD-1110";"__import__odoo_insider__.product_5_variant";"3";"361.82666666666665"
"574";"__import__odoo_insider__.ORD-1147";"__import__odoo_insider__.product_20_variant";"4";"216.1125"
"1090";"__import__odoo_insider__.ORD-1178";"__import__odoo_insider__.product_11_variant";"4";"335.3725"
"199";"__import__odoo_insider__.ORD-1196";"__import__odoo_insider__.product_11_variant";"4";"442.625"
"1294";"__import__odoo_insider__.ORD-1008";"__import__odoo_insider__.product_7_variant";"8";"104.0175"
"1092";"__import__odoo_insider__.ORD-1197";"__import__odoo_insider__.product_17_variant";"3";"106.73"
"1054";"__import__odoo_insider__.ORD-1185";"__import__odoo_insider__.product_20_variant";"3";"90.46333333333332"
"1313";"__import__odoo_insider__.ORD-1101";"__import__odoo_insider__.product_19_variant";"10";"65.086"
"362";"__import__odoo_insider__.ORD-1083";"__import__odoo_insider__.product_9_variant";"2";"284.645"
"853";"__import__odoo_insider__.ORD-1115";"__import__odoo_insider__.product_11_variant";"5";"356.73"
"518";"__import__odoo_insider__.ORD-1065";"__import__odoo_insider__.product_11_variant";"5";"460.29200000000003"
"1134";"__import__odoo_insider__.ORD-1110";"__import__odoo_insider__.product_1_variant";"9";"467.95000000000005"
"471";"__import__odoo_insider__.ORD-1127";"__import__odoo_insider__.product_12_variant";"10";"438.60299999999995"
"994";"__import__odoo_insider__.ORD-1003";"__import__odoo_insider__.product_14_variant";"2";"251.015"
"1226";"__import__odoo_insider__.ORD-1021";"__import__odoo_insider__.product_4_variant";"2";"371.73"
"1028";"__import__odoo_insider__.ORD-1008";"__import__odoo_insider__.product_1_variant";"10";"182.652"
"238";"__import__odoo_insider__.ORD-1196";"__import__odoo_insider__.product_11_variant";"3";"155.97333333333333"
"4";"__import__odoo_insider__.ORD-1139";"__import__odoo_insider__.product_10_variant";"3";"497.8066666666667"
"509";"__import__odoo_insider__.ORD-1091";"__import__odoo_insider__.product_7_variant";"3";"438.14000000000004"
"474";"__import__odoo_insider__.ORD-1078";"__import__odoo_insider__.product_11_variant";"1";"480.29"
"286";"__import__odoo_insider__.ORD-1075";"__import__odoo_insider__.product_16_variant";"10";"186.943"
"166";"__import__odoo_insider__.ORD-1193";"__import__odoo_insider__.product_14_variant";"5";"471.524"
"376";"__import__odoo_insider__.ORD-1141";"__import__odoo_insider__.product_19_variant";"5";"186.68599999999998"
"232";"__import__odoo_insider__.ORD-1090";"__import__odoo_insider__.product_11_variant";"3";"171.62"
"153";"__import__odoo_insider__.ORD-1087";"__import__odoo_insider__.product_11_variant";"4";"366.14"
"529";"__import__odoo_insider__.ORD-1123";"__import__odoo_insider__.product_20_variant";"1";"281.94"
"112";"__import__odoo_insider__.ORD-1126";"__import__odoo_insider__.product_16_variant";"3";"119.83666666666666"
"731";"__import__odoo_insider__.ORD-1107";"__import__odoo_insider__.product_19_variant";"10";"327.222"
"1413";"__import__odoo_insider__.ORD-1155";"__import__odoo_insider__.product_19_variant";"10";"113.047"
"914";"__import__odoo_insider__.ORD-1020";"__import__odoo_insider__.product_14_variant";"2";"207.545"
"206";"__import__odoo_insider__.ORD-1175";"__import__odoo_insider__.product_8_variant";"4";"137.72"
"1098";"__import__odoo_insider__.ORD-1195";"__import__odoo_insider__.product_3_variant";"1";"409.29"
"1016";"__import__odoo_insider__.ORD-1160";"__import__odoo_insider__.product_5_variant";"10";"30.677999999999997"
"1430";"__import__odoo_insider__.ORD-1170";"__import__odoo_insider__.product_1_variant";"10";"335.87800000000004"
"223";"__import__odoo_insider__.ORD-1069";"__import__odoo_insider__.product_6_variant";"4";"393.3675"
"538";"__import__odoo_insider__.ORD-1065";"__import__odoo_insider__.product_9_variant";"5";"304.35"
"1382";"__import__odoo_insider__.ORD-1131";"__import__odoo_insider__.product_11_variant";"2";"491.06"
"669";"__import__odoo_insider__.ORD-1062";"__import__odoo_insider__.product_10_variant";"10";"138.538"
"723";"__import__odoo_insider__.ORD-1059";"__import__odoo_insider__.product_16_variant";"7";"369.82142857142856"
"923";"__import__odoo_insider__.ORD-1162";"__import__odoo_insider__.product_4_variant";"10";"200.56900000000002"
"484";"__import__odoo_insider__.ORD-1143";"__import__odoo_insider__.product_14_variant";"5";"221.546"
"1381";"__import__odoo_insider__.ORD-1070";"__import__odoo_insider__.product_14_variant";"9";"285.3377777777778"
"782";"__import__odoo_insider__.ORD-1167";"__import__odoo_insider__.product_7_variant";"7";"129.30428571428573"
"1203";"__import__odoo_insider__.ORD-1195";"__import__odoo_insider__.product_10_variant";"2";"50.865"
"438";"__import__odoo_insider__.ORD-1083";"__import__odoo_insider__.product_4_variant";"1";"475.61"
"1490";"__import__odoo_insider__.ORD-1045";"__import__odoo_insider__.product_15_variant";"6";"495.28999999999996"
"413";"__import__odoo_insider__.ORD-1198";"__import__odoo_insider__.product_9_variant";"10";"353.566"
"1277";"__import__odoo_insider__.ORD-1128";"__import__odoo_insider__.product_20_variant";"5";"433.992"
"783";"__import__odoo_insider__.ORD-1005";"__import__odoo_insider__.product_17_variant";"1";"96.17"
"117";"__import__odoo_insider__.ORD-1009";"__import__odoo_insider__.product_20_variant";"6";"203.72833333333332"
"283";"__import__odoo_insider__.ORD-1124";"__import__odoo_insider__.product_11_variant";"5";"111.45"
"1325";"__import__odoo_insider__.ORD-1136";"__import__odoo_insider__.product_7_variant";"1";"69.06"
"107";"__import__odoo_insider__.ORD-1099";"__import__odoo_insider__.product_13_variant";"6";"196.535"
"1446";"__import__odoo_insider__.ORD-1150";"__import__odoo_insider__.product_6_variant";"3";"205.17333333333332"
"504";"__import__odoo_insider__.ORD-1130";"__import__odoo_insider__.product_15_variant";"5";"257.27"
"1400";"__import__odoo_insider__.ORD-1120";"__import__odoo_insider__.product_1_variant";"10";"443.823"
"39";"__import__odoo_insider__.ORD-1060";"__import__odoo_insider__.product_6_variant";"10";"176.307"
"520";"__import__odoo_insider__.ORD-1110";"__import__odoo_insider__.product_3_variant";"3";"343.3233333333333"
"608";"__import__odoo_insider__.ORD-1078";"__import__odoo_insider__.product_14_variant";"1";"405.19"
"749";"__import__odoo_insider__.ORD-1050";"__import__odoo_insider__.product_10_variant";"2";"427.13"
"1064";"__import__odoo_insider__.ORD-1120";"__import__odoo_insider__.product_2_variant";"9";"115.93444444444445"
"956";"__import__odoo_insider__.ORD-1095";"__import__odoo_insider__.product_13_variant";"3";"144.03333333333333"
"1205";"__import__odoo_insider__.ORD-1120";"__import__odoo_insider__.product_2_variant";"10";"422.995"
"563";"__import__odoo_insider__.ORD-1012";"__import__odoo_insider__.product_10_variant";"1";"354.81"
"1093";"__import__odoo_insider__.ORD-1021";"__import__odoo_insider__.product_11_variant";"1";"362.75"
"682";"__import__odoo_insider__.ORD-1033";"__import__odoo_insider__.product_1_variant";"7";"193.49857142857144"
"693";"__import__odoo_insider__.ORD-1163";"__import__odoo_insider__.product_4_variant";"2";"53.84"
"1218";"__import__odoo_insider__.ORD-1171";"__import__odoo_insider__.product_18_variant";"5";"167.608"
"161";"__import__odoo_insider__.ORD-1067";"__import__odoo_insider__.product_16_variant";"3";"341.4666666666667"
"1201";"__import__odoo_insider__.ORD-1128";"__import__odoo_insider__.product_6_variant";"10";"274.691"
"889";"__import__odoo_insider__.ORD-1063";"__import__odoo_insider__.product_18_variant";"5";"478.572"
"739";"__import__odoo_insider__.ORD-1170";"__import__odoo_insider__.product_18_variant";"1";"24.78"
"1500";"__import__odoo_insider__.ORD-1180";"__import__odoo_insider__.product_2_variant";"1";"407.54"
"222";"__import__odoo_insider__.ORD-1116";"__import__odoo_insider__.product_18_variant";"6";"444.31333333333333"
"1144";"__import__odoo_insider__.ORD-1145";"__import__odoo_insider__.product_20_variant";"6";"136.70833333333334"
"828";"__import__odoo_insider__.ORD-1087";"__import__odoo_insider__.product_19_variant";"9";"482.35555555555555"
"1372";"__import__odoo_insider__.ORD-1146";"__import__odoo_insider__.product_9_variant";"9";"337.25333333333333"
"341";"__import__odoo_insider__.ORD-1004";"__import__odoo_insider__.product_17_variant";"1";"27.28"
"774";"__import__odoo_insider__.ORD-1086";"__import__odoo_insider__.product_12_variant";"6";"148.465"
"1499";"__import__odoo_insider__.ORD-1041";"__import__odoo_insider__.product_12_variant";"4";"204.0925"
"247";"__import__odoo_insider__.ORD-1153";"__import__odoo_insider__.product_18_variant";"9";"23.08888888888889"
"623";"__import__odoo_insider__.ORD-1085";"__import__odoo_insider__.product_11_variant";"3";"233.23000000000002"
"848";"__import__odoo_insider__.ORD-1009";"__import__odoo_insider__.product_5_variant";"1";"353.22"
"1317";"__import__odoo_insider__.ORD-1032";"__import__odoo_insider__.product_6_variant";"3";"479.99666666666667"
"936";"__import__odoo_insider__.ORD-1160";"__import__odoo_insider__.product_8_variant";"4";"157.8775"
"1461";"__import__odoo_insider__.ORD-1027";"__import__odoo_insider__.product_16_variant";"4";"318.27"
"1187";"__import__odoo_insider__.ORD-1110";"__import__odoo_insider__.product_17_variant";"2";"297.0"
"1139";"__import__odoo_insider__.ORD-1198";"__import__odoo_insider__.product_1_variant";"7";"368.7057142857143"
"801";"__import__odoo_insider__.ORD-1060";"__import__odoo_insider__.product_4_variant";"10";"208.233"
"1483";"__import__odoo_insider__.ORD-1015";"__import__odoo_insider__.product_2_variant";"7";"159.17000000000002"
"1291";"__import__odoo_insider__.ORD-1122";"__import__odoo_insider__.product_12_variant";"10";"75.58099999999999"
"601";"__import__odoo_insider__.ORD-1050";"__import__odoo_insider__.product_13_variant";"2";"490.975"
"28";"__import__odoo_insider__.ORD-1003";"__import__odoo_insider__.product_15_variant";"7";"469.74142857142857"
"422";"__import__odoo_insider__.ORD-1104";"__import__odoo_insider__.product_11_variant";"9";"478.0411111111111"
"272";"__import__odoo_insider__.ORD-1179";"__import__odoo_insider__.product_10_variant";"5";"156.394"
"126";"__import__odoo_insider__.ORD-1000";"__import__odoo_insider__.product_7_variant";"10";"305.15999999999997"
"799";"__import__odoo_insider__.ORD-1160";"__import__odoo_insider__.product_16_variant";"3";"449.9766666666667"
"336";"__import__odoo_insider__.ORD-1059";"__import__odoo_insider__.product_17_variant";"6";"142.13166666666666"
"1015";"__import__odoo_insider__.ORD-1152";"__import__odoo_insider__.product_7_variant";"10";"384.356"
"1210";"__import__odoo_insider__.ORD-1163";"__import__odoo_insider__.product_18_variant";"6";"215.92999999999998"
"674";"__import__odoo_insider__.ORD-1194";"__import__odoo_insider__.product_11_variant";"10";"480.884"
"375";"__import__odoo_insider__.ORD-1091";"__import__odoo_insider__.product_8_variant";"8";"200.13375"
"1061";"__import__odoo_insider__.ORD-1198";"__import__odoo_insider__.product_8_variant";"9";"93.78777777777778"
"468";"__import__odoo_insider__.ORD-1041";"__import__odoo_insider__.product_16_variant";"3";"96.29333333333334"
"334";"__import__odoo_insider__.ORD-1120";"__import__odoo_insider__.product_5_variant";"3";"316.2033333333333"
"443";"__import__odoo_insider__.ORD-1027";"__import__odoo_insider__.product_17_variant";"5";"44.28"
"1031";"__import__odoo_insider__.ORD-1086";"__import__odoo_insider__.product_9_variant";"6";"209.26833333333332"
"1044";"__import__odoo_insider__.ORD-1152";"__import__odoo_insider__.product_2_variant";"2";"194.655"
"218";"__import__odoo_insider__.ORD-1137";"__import__odoo_insider__.product_3_variant";"8";"28.75125"
"873";"__import__odoo_insider__.ORD-1091";"__import__odoo_insider__.product_11_variant";"6";"424.70166666666665"
"1435";"__import__odoo_insider__.ORD-1150";"__import__odoo_insider__.product_3_variant";"6";"405.99333333333334"
"1251";"__import__odoo_insider__.ORD-1101";"__import__odoo_insider__.product_3_variant";"6";"420.27500000000003"
"768";"__import__odoo_insider__.ORD-1141";"__import__odoo_insider__.product_16_variant";"2";"257.31"
"1472";"__import__odoo_insider__.ORD-1099";"__import__odoo_insider__.product_17_variant";"3";"378.53666666666663"
"737";"__import__odoo_insider__.ORD-1009";"__import__odoo_insider__.product_5_variant";"8";"104.6075"
